region,household_size,household_income,electricity_use,electricity_cost,ng_use,ng_cost,total_energy_use,total_energy_cost
MIDWEST,1,11,10720.96,443.80,688.39,728.61,80330.38,1172.41
MIDWEST,1,11,60424.07,1964.72,0.00,0.00,60424.07,1964.72
SOUTH,2,7,26412.00,1005.18,0.00,0.00,26412.00,1005.18
SOUTH,2,13,14870.22,645.94,0.00,0.00,36761.19,1212.01
MIDWEST,2,15,66118.45,3019.22,636.10,605.38,131192.92,3624.60
NE,5,13,39116.26,1541.30,0.00,0.00,97161.11,2519.84
WEST,1,13,20844.44,68.23,302.68,504.39,52022.75,572.62
NE,2,16,19501.73,1289.74,401.03,589.14,60548.47,1878.88
WEST,2,10,36757.23,1079.60,1006.83,564.92,127146.69,1644.52
SOUTH,4,5,67727.89,2059.99,0.00,0.00,99830.41,2817.65
SOUTH,1,9,28360.64,991.57,826.89,629.22,109841.67,1620.79
MIDWEST,2,13,70462.96,2621.91,0.00,0.00,70462.96,2621.91
NE,1,12,10076.80,724.35,34.31,528.66,22967.22,1456.34
NE,2,10,24080.03,1045.06,435.38,454.50,68048.84,1499.56
WEST,3,13,10521.54,653.75,143.44,220.15,25235.18,873.90
NE,1,1,12924.74,801.23,0.00,0.00,63698.12,1665.92
WEST,2,1,28354.77,1075.29,170.45,262.64,45418.57,1337.93
SOUTH,2,15,37736.32,1179.42,647.23,625.90,102534.97,1805.32
MIDWEST,5,16,52082.51,2551.61,666.75,460.22,121212.73,3011.83
WEST,5,7,37001.45,1642.82,287.11,297.99,66299.44,1940.81
SOUTH,7,15,74249.51,2355.52,622.52,666.51,136200.98,3022.03
NE,5,14,40863.69,964.14,0.00,0.00,116266.91,1969.01
SOUTH,4,15,61100.85,1947.57,7.33,6.76,61835.48,1954.33
NE,2,14,35244.94,1690.31,0.00,0.00,188384.66,4484.61
NE,1,12,17407.11,1141.83,765.73,1140.32,96871.99,2282.15
MIDWEST,2,11,65569.13,1963.80,0.00,0.00,65569.13,1963.80
WEST,4,15,29241.19,1367.89,397.57,666.44,70149.62,2034.33
NE,1,11,28549.18,1722.63,0.00,0.00,67354.33,2394.01
WEST,1,14,29353.43,1355.16,0.00,0.00,29353.43,1355.16
NE,1,3,8533.11,550.72,0.00,0.00,63013.26,1705.92
WEST,1,7,16331.34,517.81,0.00,0.00,16331.34,517.81
MIDWEST,2,6,23663.31,963.63,790.03,889.21,103749.92,1852.84
SOUTH,2,15,58920.54,1904.38,0.00,0.00,58920.54,1904.38
MIDWEST,1,11,7913.05,446.52,2067.87,1157.84,215920.83,1604.36
WEST,1,16,36773.52,985.14,657.10,581.72,103109.71,1566.86
MIDWEST,4,12,13583.15,750.43,1520.79,1175.46,169156.23,1925.89
WEST,5,15,32471.13,593.37,0.00,0.00,34214.06,644.54
MIDWEST,2,3,42391.47,1499.26,728.66,711.05,114363.48,2210.31
SOUTH,3,15,14401.35,702.73,0.00,0.00,14401.35,702.73
SOUTH,1,7,27034.55,661.67,552.26,584.65,76457.08,1246.32
SOUTH,2,16,124641.49,3872.55,0.00,0.00,223297.20,5029.96
WEST,2,12,13234.65,727.31,140.10,196.27,27397.32,923.58
WEST,2,15,28830.85,1730.72,412.44,535.00,70943.34,2265.72
NE,2,15,15531.45,787.12,11.01,16.95,100976.31,2271.71
SOUTH,2,15,79290.60,2323.06,315.15,455.83,111369.78,2778.89
SOUTH,3,11,51011.69,1732.64,0.00,0.00,55960.63,1863.87
SOUTH,2,1,58870.86,1817.86,0.00,0.00,58870.86,1817.86
MIDWEST,2,15,36313.68,1415.39,0.00,0.00,89997.08,2190.55
SOUTH,5,14,70316.53,2585.18,933.03,954.22,168861.02,3539.40
SOUTH,2,15,87145.12,2575.25,58.49,140.11,92957.54,2715.36
WEST,1,5,19713.28,745.59,1025.58,589.96,101560.53,1335.55
SOUTH,1,14,18749.38,760.46,0.00,0.00,18749.38,760.46
NE,5,14,57777.30,1640.21,0.00,0.00,217761.64,4274.77
MIDWEST,3,12,39955.84,1238.06,269.06,356.71,66833.10,1594.77
WEST,5,13,16912.36,1432.82,103.56,487.13,36255.92,2199.88
WEST,4,15,34825.47,1998.00,337.13,554.21,69552.52,2552.21
SOUTH,1,4,114297.30,3908.67,3.19,4.69,115083.38,3925.22
WEST,3,16,20314.53,1737.53,0.00,0.00,20314.53,1737.53
NE,2,13,26383.30,1249.87,908.76,1294.83,120579.81,2544.70
SOUTH,2,10,69671.30,2631.76,0.00,0.00,69671.30,2631.76
WEST,3,1,20794.00,603.43,891.54,663.46,95201.36,1266.89
NE,1,11,14556.80,703.67,0.00,0.00,14556.80,703.67
SOUTH,2,11,33700.92,1036.77,0.00,0.00,33700.92,1036.77
MIDWEST,5,15,73414.68,2620.11,8.15,117.72,74193.44,2737.83
SOUTH,3,15,62649.80,1732.04,546.72,525.59,118313.02,2257.63
SOUTH,2,8,56711.59,1663.47,1690.83,944.64,226536.94,2608.11
WEST,1,10,9519.48,357.27,0.00,0.00,9519.48,357.27
MIDWEST,3,13,53837.83,1656.94,1107.35,1015.19,166091.81,2672.13
MIDWEST,2,15,64363.97,1616.88,0.00,0.00,64363.97,1616.88
SOUTH,2,14,50876.32,1646.90,0.00,0.00,50876.32,1646.90
NE,4,15,23224.16,1691.68,0.00,0.00,105439.02,3155.34
NE,1,16,68155.23,4386.62,0.00,0.00,68155.23,4386.62
NE,7,15,41281.27,2621.33,0.00,0.00,114403.75,3868.61
WEST,2,9,18351.50,1029.13,842.56,782.54,91295.07,1811.67
SOUTH,1,14,111941.11,3026.65,698.85,678.71,181068.94,3705.36
WEST,2,15,38367.54,1188.19,1777.16,891.75,195502.86,2079.94
WEST,2,8,11542.40,395.39,176.82,251.75,29419.23,647.14
MIDWEST,2,15,16502.61,535.29,675.29,477.74,85473.38,1013.03
NE,3,16,46654.67,1514.89,0.00,0.00,135154.29,2607.56
WEST,2,16,12804.79,432.03,0.00,0.00,12804.79,432.03
SOUTH,2,12,46084.67,1413.39,472.78,531.18,92889.18,1944.57
NE,4,16,29098.93,1544.56,1085.16,929.68,141420.01,2474.24
WEST,2,13,74462.43,2655.30,0.00,0.00,74462.43,2655.30
MIDWEST,2,12,21706.38,1157.69,0.00,0.00,149106.62,3065.76
WEST,4,16,32277.47,1585.30,435.46,620.45,77084.84,2205.75
MIDWEST,2,6,58503.46,2642.09,63.34,52.87,80070.36,2898.09
SOUTH,2,13,35738.78,1059.65,0.00,0.00,35738.78,1059.65
WEST,2,16,14537.85,258.61,0.00,0.00,14537.85,258.61
NE,3,11,31239.41,1376.53,0.00,0.00,59277.30,2080.78
SOUTH,2,9,79358.05,2510.45,0.00,0.00,205038.67,4996.05
WEST,2,13,19596.63,1324.67,1324.67,1163.18,140066.05,2487.85
NE,2,8,20171.10,732.84,0.00,0.00,179053.75,3861.49
NE,1,12,11606.90,645.51,1104.95,976.52,126017.33,1622.03
WEST,1,13,3805.77,434.39,93.94,479.35,12686.79,913.74
MIDWEST,1,13,30739.43,1116.06,0.00,0.00,100127.40,2018.90
NE,1,11,18693.30,300.36,0.00,0.00,40770.66,657.07
SOUTH,2,13,42666.10,1186.13,488.26,595.30,92380.36,1781.43
NE,1,9,28820.83,1083.45,438.75,481.96,73502.59,1565.41
NE,1,15,14407.37,1083.22,425.61,741.30,58047.87,1824.52
WEST,2,11,22016.72,694.17,370.47,532.99,62136.51,1227.16
SOUTH,1,6,20592.06,676.19,0.00,0.00,20592.06,676.19
MIDWEST,4,14,44798.30,1705.93,731.41,560.39,119486.55,2266.32
WEST,2,8,30029.64,1507.01,55.83,69.56,35261.21,1576.57
SOUTH,1,16,47165.51,1770.33,839.22,995.59,133526.25,2765.92
SOUTH,5,8,45879.21,1610.00,0.00,0.00,45879.21,1610.00
MIDWEST,2,16,38281.20,1497.86,602.26,360.95,100502.40,1858.81
WEST,1,8,24938.67,930.20,0.00,0.00,24938.67,930.20
SOUTH,2,13,32309.93,1022.68,566.54,552.34,92310.56,1575.02
NE,1,8,13285.71,918.70,0.00,0.00,49877.97,1521.27
WEST,3,15,47253.62,1665.50,1554.22,978.34,186344.03,2643.84
MIDWEST,2,16,68171.43,2307.44,1273.41,803.44,197206.23,3110.88
WEST,2,8,18228.43,602.46,440.11,269.40,55952.75,871.86
NE,1,9,15411.68,773.20,0.00,0.00,45931.75,1518.49
WEST,4,9,28609.80,956.25,456.02,435.89,68954.01,1392.14
MIDWEST,2,11,41832.61,1482.64,441.10,605.45,86117.95,2088.09
MIDWEST,3,13,23205.01,703.83,651.98,504.39,88947.13,1208.22
SOUTH,1,8,11895.73,443.49,1143.60,1039.69,131247.45,1483.18
NE,5,16,20761.16,1180.81,0.00,0.00,20761.16,1180.81
MIDWEST,1,16,58705.07,2008.82,0.00,0.00,58705.07,2008.82
WEST,4,12,41279.39,1541.69,871.91,763.49,119052.03,2305.18
SOUTH,5,7,41019.16,1290.27,0.00,0.00,41019.16,1290.27
MIDWEST,1,5,9036.39,528.70,442.82,400.27,53913.42,928.97
WEST,2,14,28455.63,1873.00,649.02,912.20,94897.73,2785.20
SOUTH,2,3,17606.92,682.42,0.00,0.00,17606.92,682.42
MIDWEST,2,15,81960.36,2672.53,0.00,0.00,107767.91,3136.87
NE,1,13,9576.65,560.20,827.20,898.42,91768.81,1458.62
SOUTH,2,15,58863.18,1965.29,4.66,4.58,59327.05,1969.87
NE,3,12,30664.08,2118.67,1469.89,2564.67,182413.59,4683.34
NE,2,15,16150.58,1207.11,539.44,824.42,71541.66,2031.53
SOUTH,2,9,88553.22,2658.39,390.83,532.30,128013.94,3190.69
MIDWEST,2,9,26309.38,964.45,0.00,0.00,33942.59,1077.87
MIDWEST,2,13,38101.08,1009.09,0.00,0.00,38101.08,1009.09
MIDWEST,2,12,24114.64,1257.68,984.13,594.11,126068.69,1851.79
SOUTH,2,4,48338.94,2298.55,0.00,0.00,48338.94,2298.55
WEST,5,14,50710.78,2355.21,545.55,985.62,106825.64,3340.83
SOUTH,3,15,34204.08,1511.17,0.00,0.00,34204.08,1511.17
WEST,1,12,33183.79,1358.65,0.00,0.00,33183.79,1358.65
SOUTH,2,16,101793.88,4712.20,753.91,686.94,178688.73,5399.14
SOUTH,2,15,57282.30,1610.26,505.13,615.00,108761.61,2225.26
WEST,1,7,31302.41,963.39,737.32,676.89,96876.14,1640.28
MIDWEST,2,14,13256.24,618.48,887.93,604.09,97973.14,1222.57
MIDWEST,1,7,12360.50,571.99,385.47,420.68,51305.90,992.67
MIDWEST,2,15,47305.27,1978.39,0.00,0.00,105229.16,2988.79
MIDWEST,6,10,72445.26,2332.27,23.39,15.18,74802.29,2347.45
WEST,2,7,27602.55,1272.65,133.41,149.47,41219.72,1422.12
WEST,2,16,51893.75,1997.84,0.00,0.00,83172.73,2616.95
MIDWEST,4,14,94968.14,2791.03,301.36,290.82,125805.52,3081.85
WEST,6,15,19771.02,930.74,275.48,380.04,48109.85,1310.78
SOUTH,2,13,24521.37,1253.13,207.31,1062.89,45756.09,2316.02
WEST,2,16,17131.45,635.31,763.84,549.67,89691.97,1184.98
NE,1,5,32743.55,2671.53,317.40,509.42,65323.68,3180.95
MIDWEST,2,14,35691.98,1389.56,1758.74,961.93,212729.66,2351.49
NE,4,16,37377.35,2673.99,877.50,1273.59,126248.62,3947.58
NE,2,14,77867.15,2829.05,0.00,0.00,77867.15,2829.05
WEST,4,11,33415.82,1123.72,284.24,337.98,60857.90,1461.70
WEST,1,13,3937.72,260.72,11.80,18.94,5151.05,279.66
MIDWEST,5,16,58190.96,2390.90,1455.68,850.70,205089.14,3241.60
MIDWEST,2,6,13923.22,530.96,952.51,727.39,111235.16,1258.35
MIDWEST,2,14,35360.56,1319.39,478.93,318.16,84875.77,1637.55
SOUTH,1,11,32635.24,1525.40,0.00,0.00,32635.24,1525.40
MIDWEST,2,9,43793.77,1347.31,811.14,699.93,127082.06,2047.24
WEST,2,5,37753.45,2175.13,9.30,11.63,38671.65,2186.76
SOUTH,4,6,52134.39,1499.63,0.00,0.00,52134.39,1499.63
NE,1,6,49630.61,1568.70,1645.57,1803.18,212728.32,3371.88
SOUTH,2,15,26184.90,1055.65,172.97,311.70,43800.80,1367.35
SOUTH,2,15,33186.15,1288.13,676.30,1155.21,100651.06,2443.34
MIDWEST,1,13,21125.29,1202.63,294.17,352.82,51455.05,1555.45
MIDWEST,1,6,25836.38,1000.18,0.00,0.00,58466.51,1391.51
MIDWEST,2,11,57447.82,2216.94,587.65,785.89,117823.85,3002.83
NE,6,16,56322.63,1124.30,0.00,0.00,56322.63,1124.30
MIDWEST,2,16,25360.93,1041.72,855.34,604.71,111594.91,1646.43
SOUTH,3,14,33139.47,1225.68,0.00,0.00,34437.09,1259.75
NE,2,11,10378.64,516.60,1346.22,1310.34,149636.68,1826.94
MIDWEST,1,15,80872.96,3039.38,752.10,573.60,156473.15,3612.98
NE,4,16,48287.51,1938.92,593.04,667.67,109389.18,2606.59
WEST,1,4,27844.08,1296.63,0.00,0.00,27844.08,1296.63
MIDWEST,2,11,34820.60,1412.19,1075.80,965.19,142310.58,2377.38
NE,5,9,65530.66,4295.82,277.99,564.07,93528.05,4859.89
NE,3,16,33237.70,2408.63,0.00,0.00,96989.11,3392.02
SOUTH,1,16,54393.36,1756.04,11.06,14.71,55512.80,1770.75
MIDWEST,3,16,45855.56,2234.41,693.60,536.34,152297.39,3263.34
SOUTH,2,16,25866.51,1038.57,387.44,546.28,63558.80,1584.85
SOUTH,4,16,215125.08,7322.37,0.00,0.00,215125.08,7322.37
SOUTH,2,11,53976.29,1737.96,0.00,0.00,53976.29,1737.96
MIDWEST,2,11,40157.69,1807.87,0.00,0.00,40157.69,1807.87
MIDWEST,1,7,8343.16,514.61,746.50,756.13,80551.24,1270.74
NE,1,16,32513.45,2654.45,13.15,197.57,33869.61,2852.02
MIDWEST,1,13,34862.98,1184.28,451.63,474.51,81142.87,1658.79
MIDWEST,1,16,34417.44,1577.15,481.76,389.05,80863.57,1966.20
SOUTH,4,13,30854.67,1030.96,622.18,622.00,95563.80,1652.96
WEST,2,5,56148.60,2477.04,0.00,0.00,56148.60,2477.04
SOUTH,1,2,31655.03,1133.03,0.00,0.00,31655.03,1133.03
MIDWEST,1,11,13748.14,678.32,698.93,531.06,84078.34,1209.38
SOUTH,2,11,51174.31,2111.92,576.38,907.89,109182.57,3019.81
SOUTH,2,14,29205.34,1040.88,341.26,476.15,64182.38,1517.03
MIDWEST,1,11,14669.84,565.01,533.35,522.78,69289.34,1087.79
NE,3,15,39138.06,2815.88,880.82,1232.49,129347.48,4048.37
SOUTH,5,16,87848.80,3104.37,0.00,0.00,87848.80,3104.37
WEST,2,6,32945.58,1890.15,0.00,0.00,55387.18,2571.49
SOUTH,3,10,30044.19,1140.12,194.57,295.85,50283.55,1435.97
SOUTH,3,8,42059.73,1406.15,0.00,0.00,42059.73,1406.15
NE,3,7,25396.79,1358.76,921.72,554.40,120565.70,1913.16
WEST,2,12,16928.76,565.32,0.00,0.00,16928.76,565.32
WEST,3,14,34367.77,1041.05,0.00,0.00,34367.77,1041.05
MIDWEST,1,12,43662.18,1689.51,679.90,765.98,111352.64,2455.49
NE,1,3,10641.63,446.63,0.00,0.00,128107.83,2171.37
WEST,1,13,19289.29,1519.39,0.00,0.00,182469.26,4579.49
MIDWEST,2,16,77582.60,2636.40,0.00,0.00,77582.60,2636.40
SOUTH,2,13,34850.22,1080.68,270.19,306.97,61744.52,1387.65
SOUTH,4,16,68173.72,1895.46,1179.18,753.51,186948.58,2648.97
WEST,4,15,37699.49,1512.13,697.54,698.44,110111.35,2210.57
SOUTH,2,15,70018.17,2158.67,0.00,0.00,70018.17,2158.67
SOUTH,1,9,11845.78,465.73,249.10,243.37,33796.35,709.10
WEST,2,14,32575.53,968.93,625.42,388.55,90129.76,1357.48
MIDWEST,4,13,24724.12,1067.78,650.91,528.68,90531.83,1596.46
WEST,2,12,27237.92,1036.26,499.03,541.76,75318.06,1578.02
WEST,1,8,17148.52,1424.27,0.00,0.00,85541.74,2810.96
NE,2,14,21909.95,963.17,959.07,777.82,119917.05,1740.99
SOUTH,4,15,53301.64,2312.30,694.42,1022.96,122113.03,3335.26
NE,4,1,75190.12,2259.25,0.00,0.00,75190.12,2259.25
SOUTH,2,11,25728.32,1015.97,0.00,0.00,44413.04,1420.09
NE,2,5,75897.17,2301.15,14.07,17.10,77306.90,2318.25
WEST,6,11,34190.06,3326.19,0.00,0.00,34190.06,3326.19
SOUTH,1,4,24828.00,776.26,0.00,0.00,24828.00,776.26
MIDWEST,1,12,16419.32,550.02,715.70,501.90,89569.96,1051.92
SOUTH,2,16,111369.14,3843.02,10.26,26.80,112421.06,3869.82
SOUTH,5,16,72242.82,2445.50,0.00,0.00,72242.82,2445.50
WEST,4,16,10317.02,587.72,348.66,606.92,46073.90,1194.64
WEST,3,16,8878.32,509.37,446.92,785.53,54995.94,1294.90
NE,2,16,10010.63,569.07,179.96,255.40,28588.88,824.47
MIDWEST,1,16,16195.01,891.71,558.61,492.39,74038.13,1384.10
NE,4,15,23127.39,1561.08,1261.18,1818.39,151542.49,3379.47
WEST,1,12,10664.27,497.05,342.92,214.82,40348.98,711.87
MIDWEST,4,16,96271.93,3446.56,666.16,584.72,164419.02,4031.28
SOUTH,2,6,35796.29,1426.78,1040.16,973.81,140293.99,2400.59
NE,2,16,92614.40,4888.99,1632.10,1346.33,261988.90,6235.32
SOUTH,2,13,34687.44,1402.84,0.00,0.00,67684.69,2055.43
SOUTH,5,9,48793.57,1712.79,0.00,0.00,48793.57,1712.79
NE,3,16,45497.80,1618.09,0.00,0.00,45497.80,1618.09
SOUTH,3,12,25024.31,878.27,276.69,354.36,49438.99,1232.63
WEST,2,10,24586.86,1163.21,112.45,239.90,35123.11,1403.11
WEST,2,15,29808.27,1710.16,271.82,429.61,57595.76,2139.77
MIDWEST,5,3,48738.56,1508.95,0.00,0.00,48738.56,1508.95
MIDWEST,2,16,126098.50,3479.87,0.00,0.00,133120.88,3575.15
WEST,3,1,32647.23,2090.80,1564.85,1768.15,184857.23,3858.95
WEST,1,10,17829.48,539.04,621.53,389.47,75770.94,928.51
WEST,1,11,22385.60,1742.90,0.00,0.00,230886.82,5369.56
MIDWEST,2,12,27976.89,1371.64,991.36,810.06,130024.10,2181.70
SOUTH,2,13,18366.29,637.28,251.66,244.74,43633.69,880.77
WEST,1,15,10318.73,475.77,1456.38,716.50,138174.32,1192.27
NE,1,8,24274.98,2050.14,836.09,709.11,108885.90,2759.25
MIDWEST,2,16,53562.80,1377.27,0.00,0.00,99606.58,2015.62
MIDWEST,1,12,23337.54,722.50,0.00,0.00,23337.54,722.50
MIDWEST,1,7,9440.55,286.78,368.18,260.06,47117.69,546.84
SOUTH,2,7,60357.70,1624.92,0.00,0.00,60357.70,1624.92
SOUTH,1,6,29035.10,1081.81,610.92,684.38,93881.97,1766.19
SOUTH,2,9,17745.81,643.57,0.00,0.00,56293.76,1462.37
WEST,2,16,27488.42,1497.25,398.49,534.92,68360.71,2032.17
SOUTH,3,13,34947.03,1165.45,308.12,503.41,66754.70,1667.44
NE,2,13,50064.38,2305.15,0.00,0.00,190920.42,4384.88
SOUTH,2,15,40320.39,1480.07,0.00,0.00,40320.39,1480.07
NE,5,13,43024.45,404.48,0.00,0.00,192938.38,2987.46
SOUTH,4,1,69077.34,2213.71,0.00,0.00,69077.34,2213.71
WEST,1,10,9610.73,392.31,216.88,128.64,28988.36,520.95
MIDWEST,4,16,48660.26,1654.61,359.77,287.78,85983.91,1942.39
NE,3,12,48487.88,3156.63,0.00,0.00,119892.97,4218.89
MIDWEST,1,16,25788.11,1017.54,0.00,0.00,130840.05,2568.15
NE,2,5,24955.86,1610.70,0.00,0.00,96105.63,2710.24
MIDWEST,2,16,15939.91,615.46,0.00,0.00,15939.91,615.46
WEST,2,16,27008.17,1181.10,237.25,371.60,48778.06,1552.70
SOUTH,1,12,45951.71,1340.64,334.83,403.01,80007.91,1743.65
SOUTH,1,3,23717.87,796.33,0.00,0.00,23717.87,796.33
MIDWEST,4,16,45452.05,1462.26,548.99,420.66,101630.50,1882.92
WEST,3,15,91354.22,2868.34,3457.84,1819.37,414873.81,4687.71
SOUTH,1,4,59067.61,2006.45,0.00,0.00,80518.41,2600.72
SOUTH,2,12,18899.59,742.71,318.60,486.68,50432.17,1229.39
MIDWEST,5,5,62317.37,2175.44,884.13,762.42,153660.18,2937.86
NE,3,7,70716.79,3019.81,0.00,0.00,70716.79,3019.81
WEST,2,11,23401.75,1053.82,567.53,621.59,84796.33,1675.41
MIDWEST,2,9,24021.11,1016.58,269.06,203.87,51039.13,1220.45
NE,1,5,15947.13,758.28,0.00,0.00,15947.13,758.28
MIDWEST,3,11,31780.43,1136.07,262.13,494.46,58079.05,1630.53
SOUTH,4,16,79730.99,1352.99,0.00,0.00,79730.99,1352.99
SOUTH,1,9,31497.84,1053.04,495.73,609.02,81237.77,1662.06
WEST,5,13,94049.87,3203.75,0.00,0.00,94049.87,3203.75
WEST,3,14,28662.90,1361.48,53.00,62.95,33819.60,1424.43
WEST,4,2,27705.74,2476.50,0.00,0.00,27705.74,2476.50
NE,1,7,13301.64,628.11,0.00,0.00,112182.31,1846.26
MIDWEST,1,11,4430.01,287.44,0.00,0.00,4430.01,287.44
MIDWEST,2,14,46528.92,1340.77,151.81,157.78,61755.59,1498.55
WEST,1,5,13005.18,1147.76,0.00,0.00,13005.18,1147.76
SOUTH,2,10,19090.39,668.68,132.80,346.95,32710.91,1015.63
WEST,4,16,80960.27,2810.51,1770.09,1148.00,245548.52,3958.51
MIDWEST,2,9,20700.82,1577.19,737.27,726.08,96319.57,2303.27
WEST,1,14,43450.40,1672.92,0.00,0.00,43450.40,1672.92
SOUTH,3,11,58910.80,1805.43,0.00,0.00,58910.80,1805.43
SOUTH,1,11,24407.72,788.22,122.02,281.93,37084.78,1070.15
MIDWEST,2,10,8273.77,497.37,1736.16,1632.54,184292.97,2129.91
WEST,2,16,21951.87,1959.84,365.64,655.87,59011.86,2615.71
WEST,2,14,14809.77,849.66,100.53,166.89,25173.29,1016.55
SOUTH,1,7,34095.96,1013.39,6.37,6.59,34718.95,1019.98
NE,1,14,15210.11,804.10,457.84,635.75,61232.41,1439.85
WEST,2,15,20623.63,1281.75,1236.41,1430.33,141545.99,2712.08
NE,1,6,12887.97,531.46,276.90,248.91,40298.42,780.37
SOUTH,3,14,64857.40,2090.33,0.00,0.00,64857.40,2090.33
SOUTH,2,15,67202.13,2143.51,297.48,337.97,96139.55,2481.48
NE,2,12,15404.21,692.00,997.12,1012.71,115193.45,1704.71
SOUTH,2,9,50479.84,2011.91,0.00,0.00,50479.84,2011.91
SOUTH,1,13,36819.95,1557.08,0.00,0.00,47007.61,1800.35
NE,3,11,58141.43,1788.02,0.00,0.00,128159.04,2875.14
SOUTH,2,13,57420.64,2248.35,0.00,0.00,57420.64,2248.35
SOUTH,2,10,50748.50,1625.46,0.00,0.00,50748.50,1625.46
SOUTH,2,15,37960.66,1408.80,0.00,0.00,82134.02,2451.34
SOUTH,2,16,16589.16,629.33,0.00,0.00,16589.16,629.33
WEST,3,10,32824.36,1438.73,860.10,549.47,106664.23,1988.20
NE,2,16,43815.49,2101.42,0.00,0.00,231065.21,6143.78
SOUTH,4,9,53772.76,1605.89,586.06,776.55,112644.83,2382.44
SOUTH,1,13,26463.85,842.54,358.81,529.20,58997.98,1371.74
SOUTH,1,9,11452.03,502.11,0.00,0.00,11452.03,502.11
SOUTH,2,11,47952.52,2139.23,0.00,0.00,47952.52,2139.23
NE,2,13,43015.02,1531.61,0.00,0.00,43015.02,1531.61
SOUTH,2,16,116396.92,3831.05,0.00,0.00,116396.92,3831.05
SOUTH,1,10,14777.47,465.71,0.00,0.00,14777.47,465.71
SOUTH,2,15,85772.69,2711.11,0.00,0.00,86508.17,2726.52
SOUTH,2,10,67745.42,2502.74,0.00,0.00,67745.42,2502.74
WEST,1,5,10877.88,1093.73,0.00,0.00,10877.88,1093.73
MIDWEST,2,16,26597.55,1206.56,1060.95,961.97,132175.19,2168.53
MIDWEST,1,10,57180.75,1680.37,0.00,0.00,57180.75,1680.37
SOUTH,3,8,32784.16,1504.05,0.00,0.00,32784.16,1504.05
NE,1,3,23900.71,1318.51,857.21,1158.65,111721.01,2477.16
WEST,5,14,33710.28,1940.71,276.97,436.00,61695.68,2376.71
WEST,3,16,27643.07,1475.39,305.81,418.64,59229.15,1894.03
WEST,2,12,60911.32,1995.78,0.00,0.00,60911.32,1995.78
NE,2,13,24094.33,1389.92,0.00,0.00,44298.24,1800.88
MIDWEST,2,13,24216.05,1960.90,1484.00,1245.72,175988.57,3206.62
NE,2,13,11827.25,609.02,714.37,1260.69,85736.16,1869.71
SOUTH,4,16,48785.86,460.43,481.06,661.87,97922.64,1122.30
SOUTH,4,7,39153.10,1273.13,175.35,427.92,57107.89,1701.05
SOUTH,2,16,46211.11,1756.78,0.00,0.00,46211.11,1756.78
WEST,3,13,20736.80,791.80,1004.03,542.03,105543.46,1333.83
MIDWEST,2,8,49708.05,2426.41,77.75,62.39,77315.10,2787.50
MIDWEST,2,16,22151.54,969.96,945.90,630.36,116993.79,1600.32
MIDWEST,4,16,17985.08,556.83,729.12,566.38,92315.03,1123.21
SOUTH,5,9,79051.95,2598.45,290.10,488.10,108105.65,3086.55
MIDWEST,6,5,29323.15,1108.85,1121.81,1127.48,141308.63,2236.33
SOUTH,1,6,24999.67,799.39,658.63,726.16,92982.81,1525.55
WEST,2,12,48551.91,3435.46,0.00,0.00,48551.91,3435.46
WEST,7,16,34416.63,459.67,658.22,814.33,104606.06,1274.00
SOUTH,1,1,12241.28,560.53,216.98,409.24,34380.33,969.77
WEST,2,15,52597.97,1869.55,238.73,177.54,72718.81,2047.09
MIDWEST,2,14,14215.64,453.82,713.29,497.48,87014.89,951.30
MIDWEST,1,9,21852.84,684.26,1087.14,712.91,133197.29,1397.17
WEST,1,9,23051.25,695.33,467.89,433.51,73589.41,1128.84
NE,2,12,29081.17,1993.69,666.88,722.34,95606.04,2716.03
SOUTH,2,3,44770.01,1281.25,0.00,0.00,44770.01,1281.25
SOUTH,2,11,37126.51,1340.19,469.46,772.91,85816.30,2113.10
SOUTH,2,11,61321.66,1800.29,0.00,0.00,61321.66,1800.29
WEST,2,10,56052.00,632.91,155.66,288.86,71115.20,921.77
SOUTH,2,11,27599.38,1005.12,0.00,0.00,27599.38,1005.12
SOUTH,1,14,41586.96,1205.49,561.13,588.84,97906.15,1794.33
SOUTH,3,5,17769.02,655.62,147.66,134.02,30818.85,789.64
SOUTH,2,10,55905.75,1810.42,0.00,0.00,55905.75,1810.42
WEST,3,13,31016.72,2555.25,0.00,0.00,31016.72,2555.25
NE,1,10,10389.16,391.81,0.00,0.00,10389.16,391.81
MIDWEST,2,12,17601.93,953.04,281.84,548.94,46820.27,1501.98
SOUTH,3,3,16019.96,504.85,235.19,277.87,39969.77,782.72
MIDWEST,3,14,62037.47,3250.32,642.53,590.23,128570.39,3840.55
MIDWEST,3,12,18546.38,993.91,661.90,597.84,87158.48,1591.75
MIDWEST,5,13,15383.31,588.15,400.99,400.92,56482.10,989.07
WEST,1,11,36191.10,1301.01,0.00,0.00,36191.10,1301.01
SOUTH,4,15,4096.81,155.89,0.00,0.00,76159.53,1689.52
NE,2,14,17283.60,855.27,0.00,0.00,74515.72,1771.71
MIDWEST,2,13,23683.18,1001.44,0.00,0.00,91304.76,1801.85
MIDWEST,1,11,11698.45,353.17,472.04,701.22,60327.28,1054.39
SOUTH,5,2,110477.15,2811.68,0.00,0.00,110477.15,2811.68
SOUTH,6,6,77045.54,2045.20,0.00,0.00,77045.54,2045.20
NE,4,16,16786.27,835.17,520.20,842.47,70739.54,1677.64
